,Bastiglia,Bomporto,Campogalliano,Camposanto,Carpi,Castelfranco E.,Castelnuovo R.,Castelvetro,Cavezzo,Concordia,Fanano,Finale Emilia,Fiorano M.,Fiumalbo,Formigine,Frassinoro,Guiglia,Lama Mocogno,Maranello,Marano,Medolla,Mirandola,Modena,Montefiorino,Montese,Nonantola,Novi,Palagano,Pavullo,Pievepelago,Prignano,Polinago,Ravarino,San Cesario S/P,San Felice S/P,San Possidonio,San Prospero,Sassuolo,Savignano S/P,Serramazzoni,Sestola,Soliera,Spilamberto,Vignola,Zocca,Fuori provincia,TOTALE,Montecreto,Riolunato
2021-01-04,8.0,19.0,11.0,14.0,137.0,102.0,48.0,43.0,44.0,29.0,3.0,31.0,42.0,1.0,123.0,7.0,11.0,3.0,43.0,20.0,25.0,72.0,548.0,4.0,4.0,28.0,12.0,2.0,27.0,1.0,11.0,10.0,16.0,10.0,52.0,16.0,9.0,128.0,16.0,7.0,4.0,35.0,28.0,77.0,7.0,83.0,1981.0,9.0,1.0
2021-01-05,10.0,20.0,13.0,13.0,150.0,105.0,49.0,44.0,44.0,31.0,5.0,36.0,41.0,1.0,133.0,8.0,11.0,2.0,47.0,20.0,25.0,73.0,562.0,4.0,4.0,32.0,12.0,3.0,30.0,1.0,12.0,10.0,17.0,10.0,51.0,16.0,11.0,138.0,18.0,7.0,4.0,40.0,28.0,82.0,7.0,81.0,2071.0,9.0,1.0
2021-01-07,10.0,24.0,19.0,13.0,195.0,125.0,62.0,42.0,47.0,40.0,5.0,40.0,44.0,1.0,147.0,15.0,11.0,3.0,53.0,22.0,26.0,86.0,553.0,4.0,3.0,37.0,16.0,6.0,43.0,1.0,13.0,9.0,18.0,11.0,57.0,20.0,12.0,146.0,23.0,10.0,4.0,38.0,34.0,102.0,5.0,95.0,2301.0,10.0,1.0
2021-01-08,7.0,24.0,32.0,9.0,222.0,132.0,64.0,34.0,29.0,43.0,7.0,51.0,33.0,5.0,120.0,14.0,12.0,2.0,38.0,23.0,25.0,93.0,595.0,5.0,3.0,37.0,18.0,5.0,47.0,2.0,10.0,8.0,17.0,10.0,58.0,17.0,11.0,127.0,23.0,14.0,2.0,42.0,32.0,107.0,10.0,85.0,2314.0,9.0,1.0
2021-01-09,5.0,27.0,28.0,6.0,198.0,94.0,50.0,29.0,21.0,33.0,6.0,44.0,35.0,5.0,111.0,18.0,4.0,2.0,46.0,20.0,13.0,73.0,538.0,4.0,3.0,32.0,16.0,5.0,46.0,1.0,12.0,2.0,10.0,8.0,43.0,15.0,10.0,116.0,20.0,13.0,1.0,31.0,28.0,82.0,10.0,70.0,1990.0,5.0,1.0
2021-01-10,6.0,25.0,27.0,8.0,207.0,101.0,63.0,27.0,31.0,30.0,7.0,50.0,31.0,5.0,95.0,17.0,5.0,1.0,46.0,20.0,12.0,65.0,550.0,4.0,2.0,39.0,23.0,5.0,44.0,1.0,11.0,0.0,20.0,8.0,41.0,17.0,12.0,108.0,20.0,14.0,2.0,26.0,31.0,104.0,10.0,76.0,2052.0,4.0,1.0
2021-01-11,6.0,21.0,31.0,9.0,235.0,119.0,57.0,28.0,32.0,25.0,6.0,57.0,39.0,5.0,105.0,25.0,6.0,2.0,55.0,15.0,17.0,65.0,603.0,8.0,2.0,44.0,26.0,11.0,43.0,2.0,9.0,1.0,21.0,7.0,34.0,18.0,17.0,129.0,22.0,17.0,4.0,23.0,28.0,106.0,14.0,74.0,2226.0,3.0,0.0
2021-01-12,6.0,25.0,36.0,8.0,261.0,135.0,56.0,24.0,34.0,24.0,6.0,59.0,35.0,5.0,91.0,24.0,5.0,2.0,53.0,12.0,16.0,71.0,582.0,8.0,4.0,43.0,29.0,12.0,40.0,3.0,9.0,1.0,30.0,7.0,27.0,17.0,19.0,123.0,23.0,22.0,3.0,25.0,34.0,102.0,14.0,72.0,2240.0,3.0,0.0
2021-01-13,5.0,26.0,34.0,8.0,250.0,134.0,54.0,21.0,33.0,23.0,4.0,55.0,33.0,5.0,86.0,22.0,4.0,2.0,53.0,11.0,16.0,67.0,541.0,10.0,3.0,39.0,28.0,11.0,39.0,4.0,8.0,2.0,29.0,10.0,26.0,17.0,16.0,118.0,22.0,20.0,3.0,21.0,33.0,95.0,14.0,68.0,2048.0,4.0,0.0
2021-01-14,4.0,22.0,30.0,9.0,223.0,124.0,40.0,18.0,32.0,15.0,6.0,59.0,30.0,5.0,81.0,14.0,6.0,2.0,51.0,9.0,16.0,60.0,576.0,10.0,4.0,40.0,32.0,8.0,36.0,4.0,6.0,2.0,33.0,9.0,18.0,12.0,21.0,103.0,18.0,16.0,3.0,24.0,30.0,88.0,14.0,52.0,1939.0,3.0,0.0
2021-01-15,6.0,27.0,18.0,9.0,206.0,122.0,39.0,17.0,35.0,13.0,5.0,47.0,35.0,4.0,106.0,15.0,7.0,3.0,59.0,8.0,19.0,50.0,581.0,13.0,9.0,51.0,41.0,9.0,32.0,11.0,9.0,2.0,35.0,14.0,19.0,15.0,22.0,105.0,15.0,12.0,4.0,26.0,29.0,89.0,10.0,58.0,1985.0,2.0,1.0
2021-01-16,6.0,27.0,20.0,11.0,236.0,136.0,43.0,17.0,40.0,16.0,4.0,47.0,31.0,7.0,103.0,11.0,7.0,3.0,52.0,7.0,20.0,54.0,593.0,13.0,11.0,59.0,46.0,10.0,29.0,20.0,7.0,2.0,42.0,17.0,26.0,16.0,24.0,93.0,17.0,13.0,4.0,32.0,30.0,93.0,13.0,60.0,2093.0,3.0,1.0
2021-01-17,6.0,23.0,22.0,12.0,217.0,134.0,27.0,14.0,32.0,16.0,6.0,40.0,31.0,17.0,101.0,12.0,7.0,3.0,55.0,5.0,19.0,50.0,538.0,13.0,11.0,53.0,39.0,12.0,28.0,24.0,5.0,2.0,32.0,18.0,26.0,14.0,21.0,101.0,20.0,14.0,3.0,36.0,27.0,71.0,11.0,46.0,1940.0,4.0,1.0
2021-01-18,6.0,24.0,19.0,13.0,199.0,123.0,26.0,13.0,28.0,17.0,6.0,31.0,22.0,27.0,85.0,5.0,8.0,2.0,50.0,7.0,13.0,54.0,458.0,12.0,14.0,49.0,35.0,6.0,26.0,23.0,4.0,1.0,32.0,18.0,24.0,13.0,17.0,84.0,17.0,13.0,1.0,37.0,24.0,72.0,7.0,39.0,1731.0,5.0,1.0
2021-01-19,8.0,19.0,15.0,12.0,177.0,110.0,24.0,14.0,26.0,17.0,6.0,28.0,25.0,28.0,85.0,6.0,8.0,3.0,52.0,7.0,11.0,50.0,462.0,12.0,13.0,49.0,32.0,5.0,32.0,27.0,4.0,1.0,26.0,17.0,28.0,13.0,12.0,83.0,17.0,8.0,1.0,38.0,20.0,70.0,5.0,41.0,1678.0,7.0,3.0
2021-01-20,7.0,18.0,15.0,13.0,182.0,114.0,23.0,15.0,26.0,17.0,6.0,32.0,25.0,29.0,84.0,7.0,8.0,3.0,52.0,8.0,12.0,57.0,458.0,9.0,13.0,50.0,32.0,4.0,31.0,27.0,4.0,0.0,26.0,14.0,29.0,15.0,13.0,84.0,17.0,8.0,1.0,39.0,19.0,70.0,5.0,45.0,1775.0,6.0,3.0
2021-01-21,7.0,18.0,14.0,13.0,167.0,122.0,23.0,19.0,23.0,17.0,5.0,25.0,26.0,31.0,75.0,12.0,6.0,2.0,50.0,6.0,11.0,50.0,396.0,7.0,14.0,51.0,30.0,5.0,24.0,36.0,5.0,0.0,20.0,17.0,30.0,16.0,7.0,84.0,17.0,9.0,1.0,41.0,19.0,62.0,7.0,49.0,1680.0,7.0,4.0
2021-01-22,4.0,14.0,16.0,11.0,153.0,114.0,16.0,23.0,13.0,13.0,4.0,19.0,24.0,38.0,61.0,12.0,8.0,3.0,46.0,8.0,8.0,54.0,345.0,4.0,12.0,42.0,21.0,4.0,29.0,34.0,2.0,0.0,16.0,13.0,25.0,11.0,15.0,90.0,23.0,9.0,0.0,35.0,24.0,52.0,7.0,47.0,1534.0,8.0,4.0
2021-01-23,6.0,12.0,15.0,10.0,132.0,103.0,13.0,33.0,8.0,11.0,4.0,21.0,20.0,40.0,51.0,12.0,8.0,3.0,41.0,9.0,8.0,52.0,310.0,4.0,10.0,36.0,16.0,3.0,36.0,29.0,3.0,0.0,13.0,11.0,21.0,12.0,12.0,81.0,22.0,8.0,0.0,29.0,28.0,70.0,5.0,43.0,1430.0,11.0,5.0
2021-01-24,5.0,14.0,15.0,7.0,121.0,102.0,10.0,34.0,6.0,13.0,2.0,23.0,23.0,30.0,49.0,10.0,10.0,4.0,32.0,11.0,6.0,45.0,302.0,4.0,10.0,31.0,18.0,1.0,38.0,28.0,3.0,1.0,12.0,10.0,19.0,11.0,13.0,68.0,19.0,7.0,0.0,24.0,38.0,65.0,5.0,44.0,1365.0,11.0,5.0
2021-01-25,5.0,15.0,13.0,5.0,100.0,94.0,12.0,32.0,7.0,14.0,2.0,23.0,22.0,20.0,50.0,9.0,9.0,5.0,31.0,10.0,10.0,42.0,286.0,1.0,6.0,36.0,17.0,3.0,39.0,30.0,3.0,1.0,11.0,13.0,17.0,9.0,14.0,62.0,18.0,6.0,2.0,26.0,41.0,60.0,8.0,43.0,1305.0,11.0,6.0
2021-01-26,3.0,16.0,11.0,5.0,95.0,96.0,13.0,33.0,6.0,12.0,3.0,22.0,19.0,21.0,49.0,9.0,9.0,4.0,28.0,10.0,10.0,34.0,298.0,1.0,5.0,37.0,15.0,3.0,34.0,25.0,3.0,1.0,7.0,14.0,14.0,11.0,15.0,64.0,17.0,6.0,4.0,24.0,40.0,58.0,10.0,40.0,1276.0,11.0,5.0
2021-01-27,3.0,15.0,11.0,4.0,87.0,90.0,14.0,33.0,5.0,11.0,3.0,18.0,20.0,20.0,45.0,8.0,9.0,4.0,26.0,12.0,9.0,25.0,307.0,1.0,6.0,36.0,15.0,3.0,33.0,24.0,4.0,1.0,7.0,14.0,14.0,9.0,15.0,57.0,17.0,6.0,4.0,24.0,40.0,56.0,11.0,36.0,1234.0,11.0,5.0
2021-01-28,3.0,17.0,8.0,5.0,92.0,86.0,14.0,36.0,7.0,10.0,3.0,19.0,22.0,19.0,41.0,3.0,9.0,4.0,24.0,12.0,10.0,25.0,295.0,1.0,4.0,28.0,10.0,4.0,35.0,16.0,2.0,4.0,7.0,9.0,14.0,8.0,16.0,52.0,15.0,7.0,6.0,24.0,40.0,53.0,9.0,38.0,1187.0,11.0,4.0
2021-01-29,5.0,15.0,6.0,6.0,99.0,100.0,17.0,35.0,8.0,10.0,5.0,24.0,21.0,10.0,28.0,1.0,5.0,2.0,21.0,11.0,15.0,24.0,294.0,0.0,2.0,30.0,8.0,4.0,27.0,10.0,2.0,5.0,9.0,13.0,14.0,9.0,6.0,37.0,16.0,8.0,8.0,23.0,36.0,56.0,9.0,32.0,1145.0,10.0,3.0
2021-01-30,3.0,14.0,6.0,5.0,99.0,104.0,15.0,34.0,11.0,10.0,9.0,23.0,19.0,5.0,27.0,1.0,6.0,2.0,23.0,11.0,18.0,25.0,307.0,0.0,2.0,27.0,8.0,5.0,24.0,6.0,2.0,5.0,6.0,13.0,15.0,7.0,8.0,40.0,20.0,10.0,8.0,30.0,34.0,37.0,10.0,31.0,1139.0,6.0,2.0
2021-01-31,4.0,15.0,5.0,4.0,101.0,103.0,15.0,33.0,9.0,7.0,8.0,26.0,17.0,4.0,32.0,1.0,2.0,1.0,26.0,8.0,27.0,26.0,355.0,0.0,2.0,30.0,10.0,5.0,24.0,3.0,2.0,4.0,6.0,15.0,14.0,10.0,7.0,50.0,17.0,13.0,8.0,33.0,22.0,37.0,9.0,35.0,1195.0,8.0,2.0
2021-02-01,3.0,11.0,4.0,5.0,106.0,99.0,13.0,38.0,9.0,7.0,9.0,24.0,16.0,4.0,28.0,1.0,2.0,0.0,26.0,11.0,30.0,26.0,352.0,0.0,2.0,34.0,9.0,3.0,19.0,1.0,2.0,4.0,7.0,13.0,16.0,7.0,6.0,45.0,19.0,14.0,9.0,31.0,25.0,35.0,6.0,31.0,1171.0,8.0,1.0
2021-02-02,4.0,18.0,5.0,6.0,123.0,93.0,15.0,41.0,9.0,6.0,8.0,24.0,16.0,2.0,26.0,0.0,11.0,0.0,25.0,12.0,31.0,27.0,357.0,0.0,2.0,34.0,10.0,3.0,22.0,1.0,2.0,4.0,8.0,14.0,15.0,5.0,5.0,44.0,18.0,15.0,11.0,32.0,24.0,44.0,4.0,34.0,1216.0,6.0,0.0
2021-02-03,4.0,18.0,5.0,6.0,123.0,96.0,14.0,45.0,9.0,6.0,8.0,25.0,16.0,2.0,27.0,0.0,12.0,0.0,24.0,12.0,31.0,28.0,354.0,0.0,1.0,35.0,10.0,4.0,22.0,1.0,2.0,4.0,8.0,15.0,15.0,5.0,5.0,47.0,19.0,15.0,11.0,31.0,26.0,48.0,3.0,37.0,1236.0,7.0,0.0
2021-02-04,5.0,19.0,5.0,5.0,110.0,98.0,11.0,42.0,8.0,7.0,8.0,28.0,15.0,1.0,30.0,0.0,12.0,0.0,26.0,14.0,33.0,29.0,374.0,0.0,1.0,47.0,12.0,2.0,17.0,2.0,4.0,1.0,9.0,16.0,14.0,4.0,4.0,52.0,19.0,21.0,10.0,25.0,27.0,56.0,3.0,36.0,1269.0,7.0,0.0
2021-02-05,4.0,25.0,6.0,7.0,111.0,81.0,10.0,43.0,10.0,10.0,8.0,24.0,13.0,0.0,34.0,0.0,18.0,0.0,27.0,23.0,28.0,32.0,388.0,0.0,0.0,53.0,16.0,3.0,21.0,2.0,4.0,0.0,6.0,17.0,11.0,3.0,5.0,54.0,16.0,20.0,8.0,22.0,24.0,64.0,3.0,37.0,1297.0,6.0,0.0
2021-02-06,5.0,33.0,7.0,9.0,122.0,78.0,12.0,40.0,10.0,12.0,6.0,24.0,13.0,0.0,35.0,0.0,23.0,0.0,24.0,31.0,26.0,40.0,419.0,0.0,0.0,64.0,19.0,3.0,21.0,2.0,3.0,0.0,5.0,21.0,8.0,3.0,4.0,46.0,17.0,19.0,8.0,15.0,24.0,78.0,2.0,35.0,1372.0,6.0,0.0
2021-02-07,4.0,34.0,8.0,11.0,125.0,68.0,16.0,42.0,10.0,11.0,8.0,19.0,11.0,0.0,28.0,0.0,27.0,0.0,25.0,56.0,19.0,48.0,401.0,0.0,0.0,67.0,14.0,3.0,22.0,2.0,3.0,0.0,7.0,18.0,12.0,1.0,4.0,47.0,22.0,15.0,9.0,13.0,25.0,92.0,6.0,31.0,1390.0,6.0,0.0
2021-02-08,6.0,38.0,8.0,13.0,122.0,69.0,17.0,42.0,10.0,7.0,7.0,22.0,12.0,0.0,33.0,1.0,30.0,0.0,26.0,54.0,12.0,47.0,470.0,0.0,0.0,63.0,13.0,3.0,26.0,2.0,3.0,0.0,6.0,18.0,11.0,1.0,3.0,62.0,24.0,14.0,6.0,11.0,21.0,102.0,8.0,31.0,1479.0,5.0,0.0
2021-02-09,5.0,33.0,7.0,14.0,123.0,77.0,13.0,35.0,11.0,8.0,7.0,28.0,12.0,0.0,35.0,1.0,21.0,0.0,28.0,53.0,13.0,46.0,455.0,0.0,0.0,69.0,13.0,3.0,23.0,2.0,3.0,2.0,6.0,20.0,13.0,1.0,3.0,65.0,23.0,12.0,2.0,12.0,26.0,94.0,8.0,34.0,1464.0,5.0,0.0
2021-02-10,5.0,33.0,7.0,14.0,127.0,75.0,12.0,30.0,12.0,8.0,7.0,27.0,16.0,0.0,33.0,1.0,22.0,0.0,31.0,51.0,13.0,45.0,453.0,0.0,1.0,69.0,13.0,2.0,24.0,2.0,2.0,2.0,6.0,19.0,14.0,1.0,3.0,66.0,21.0,12.0,2.0,12.0,25.0,94.0,8.0,30.0,1454.0,4.0,0.0
2021-02-11,4.0,30.0,10.0,13.0,137.0,67.0,15.0,32.0,13.0,7.0,6.0,23.0,16.0,1.0,30.0,1.0,22.0,0.0,30.0,50.0,10.0,55.0,480.0,1.0,1.0,59.0,13.0,2.0,26.0,0.0,2.0,3.0,6.0,19.0,14.0,1.0,3.0,60.0,21.0,6.0,1.0,13.0,24.0,103.0,8.0,29.0,1472.0,5.0,0.0
2021-02-12,3.0,28.0,15.0,12.0,119.0,73.0,18.0,35.0,13.0,8.0,4.0,28.0,19.0,1.0,43.0,1.0,17.0,0.0,36.0,44.0,10.0,57.0,474.0,2.0,2.0,53.0,10.0,1.0,27.0,0.0,2.0,3.0,11.0,16.0,19.0,2.0,4.0,68.0,18.0,9.0,1.0,16.0,25.0,103.0,7.0,30.0,1493.0,6.0,0.0
2021-02-13,2.0,22.0,13.0,11.0,102.0,79.0,19.0,30.0,10.0,5.0,2.0,29.0,22.0,2.0,46.0,1.0,14.0,0.0,42.0,36.0,10.0,47.0,488.0,3.0,2.0,55.0,8.0,2.0,23.0,0.0,3.0,4.0,13.0,13.0,20.0,2.0,6.0,73.0,17.0,8.0,1.0,20.0,26.0,87.0,6.0,37.0,1468.0,6.0,1.0
2021-02-14,2.0,19.0,14.0,9.0,103.0,79.0,14.0,31.0,9.0,5.0,2.0,31.0,24.0,2.0,47.0,1.0,13.0,0.0,39.0,22.0,9.0,45.0,480.0,3.0,2.0,64.0,10.0,2.0,20.0,0.0,3.0,4.0,19.0,13.0,15.0,1.0,6.0,66.0,21.0,11.0,0.0,30.0,29.0,81.0,2.0,40.0,1448.0,5.0,1.0
2021-02-15,2.0,19.0,19.0,6.0,108.0,93.0,18.0,30.0,9.0,6.0,2.0,32.0,33.0,2.0,52.0,0.0,16.0,0.0,39.0,30.0,11.0,48.0,426.0,4.0,2.0,75.0,12.0,2.0,16.0,0.0,5.0,4.0,21.0,14.0,17.0,2.0,7.0,52.0,28.0,16.0,0.0,33.0,35.0,81.0,0.0,41.0,1474.0,5.0,1.0
2021-02-16,3.0,17.0,19.0,4.0,93.0,103.0,21.0,31.0,8.0,8.0,2.0,32.0,35.0,2.0,58.0,0.0,19.0,1.0,46.0,30.0,14.0,53.0,436.0,4.0,2.0,75.0,11.0,2.0,14.0,0.0,5.0,2.0,29.0,14.0,16.0,2.0,11.0,51.0,30.0,18.0,0.0,37.0,29.0,82.0,1.0,41.0,1517.0,5.0,1.0
2021-02-17,3.0,17.0,19.0,4.0,88.0,102.0,22.0,31.0,7.0,9.0,2.0,31.0,31.0,2.0,63.0,0.0,19.0,1.0,40.0,30.0,14.0,56.0,443.0,4.0,1.0,77.0,12.0,2.0,13.0,0.0,6.0,2.0,31.0,15.0,14.0,2.0,11.0,48.0,30.0,18.0,0.0,39.0,28.0,78.0,1.0,42.0,1514.0,5.0,1.0
2021-02-18,3.0,17.0,19.0,5.0,100.0,108.0,27.0,26.0,5.0,9.0,3.0,31.0,32.0,2.0,66.0,0.0,25.0,1.0,41.0,29.0,15.0,44.0,413.0,4.0,1.0,86.0,11.0,2.0,10.0,0.0,7.0,1.0,32.0,15.0,14.0,3.0,11.0,65.0,37.0,17.0,0.0,42.0,28.0,71.0,3.0,41.0,1527.0,4.0,1.0
2021-02-19,5.0,12.0,15.0,3.0,117.0,120.0,29.0,20.0,3.0,6.0,3.0,38.0,37.0,3.0,65.0,0.0,31.0,1.0,38.0,32.0,15.0,36.0,399.0,3.0,0.0,98.0,10.0,2.0,9.0,4.0,8.0,1.0,34.0,14.0,11.0,3.0,11.0,70.0,44.0,15.0,0.0,52.0,33.0,71.0,4.0,42.0,1571.0,3.0,1.0
2021-02-20,7.0,10.0,15.0,1.0,126.0,124.0,36.0,28.0,3.0,7.0,4.0,40.0,39.0,2.0,67.0,0.0,29.0,1.0,32.0,34.0,14.0,38.0,373.0,2.0,0.0,93.0,9.0,1.0,8.0,4.0,7.0,0.0,37.0,13.0,10.0,3.0,8.0,72.0,58.0,15.0,0.0,53.0,33.0,92.0,4.0,41.0,1596.0,3.0,0.0
2021-02-21,11.0,14.0,16.0,5.0,132.0,139.0,39.0,24.0,3.0,8.0,7.0,39.0,47.0,2.0,83.0,0.0,27.0,1.0,38.0,26.0,13.0,34.0,397.0,4.0,0.0,86.0,8.0,1.0,7.0,6.0,7.0,0.0,29.0,14.0,14.0,3.0,9.0,79.0,52.0,14.0,0.0,48.0,36.0,91.0,5.0,42.0,1662.0,2.0,0.0
2021-02-22,10.0,14.0,11.0,5.0,136.0,130.0,43.0,25.0,3.0,11.0,7.0,35.0,46.0,2.0,76.0,0.0,24.0,4.0,44.0,21.0,11.0,34.0,405.0,4.0,0.0,88.0,12.0,1.0,8.0,6.0,9.0,0.0,30.0,12.0,14.0,3.0,13.0,89.0,56.0,13.0,0.0,50.0,44.0,96.0,6.0,49.0,1702.0,2.0,0.0
2021-02-23,10.0,19.0,16.0,9.0,154.0,126.0,48.0,28.0,3.0,8.0,7.0,36.0,58.0,2.0,94.0,1.0,23.0,4.0,42.0,26.0,6.0,35.0,407.0,5.0,0.0,99.0,14.0,3.0,9.0,7.0,10.0,1.0,25.0,13.0,14.0,3.0,10.0,110.0,60.0,14.0,1.0,50.0,53.0,107.0,10.0,51.0,1835.0,4.0,0.0
2021-02-24,10.0,20.0,17.0,9.0,158.0,128.0,50.0,32.0,4.0,7.0,7.0,36.0,61.0,2.0,99.0,1.0,22.0,4.0,50.0,26.0,6.0,34.0,398.0,5.0,0.0,97.0,14.0,3.0,9.0,7.0,9.0,1.0,23.0,12.0,14.0,3.0,9.0,123.0,64.0,14.0,2.0,47.0,57.0,109.0,10.0,50.0,1867.0,4.0,0.0
2021-02-25,11.0,27.0,21.0,8.0,156.0,129.0,56.0,42.0,5.0,7.0,6.0,34.0,69.0,2.0,107.0,1.0,17.0,5.0,58.0,31.0,5.0,42.0,438.0,4.0,0.0,100.0,13.0,4.0,12.0,7.0,10.0,1.0,23.0,13.0,18.0,2.0,13.0,125.0,71.0,14.0,2.0,56.0,63.0,118.0,8.0,55.0,2013.0,4.0,0.0
2021-02-26,12.0,36.0,21.0,8.0,180.0,132.0,66.0,46.0,9.0,7.0,7.0,34.0,71.0,1.0,111.0,1.0,21.0,8.0,64.0,32.0,4.0,44.0,504.0,4.0,2.0,105.0,17.0,4.0,12.0,3.0,11.0,1.0,21.0,18.0,20.0,1.0,16.0,146.0,70.0,14.0,2.0,51.0,64.0,126.0,8.0,63.0,2202.0,4.0,0.0
2021-02-27,10.0,39.0,25.0,9.0,181.0,142.0,72.0,50.0,9.0,7.0,6.0,34.0,86.0,1.0,141.0,1.0,23.0,13.0,78.0,33.0,5.0,44.0,550.0,4.0,3.0,106.0,22.0,5.0,16.0,4.0,13.0,2.0,22.0,23.0,22.0,1.0,21.0,204.0,69.0,16.0,2.0,50.0,68.0,127.0,9.0,66.0,2438.0,4.0,0.0
2021-02-28,8.0,45.0,26.0,6.0,184.0,142.0,78.0,61.0,12.0,8.0,1.0,32.0,89.0,1.0,153.0,1.0,26.0,13.0,78.0,34.0,7.0,43.0,567.0,2.0,4.0,117.0,25.0,5.0,19.0,2.0,16.0,3.0,22.0,25.0,20.0,2.0,21.0,216.0,72.0,19.0,3.0,47.0,71.0,139.0,9.0,68.0,2545.0,3.0,0.0
2021-03-01,12.0,48.0,34.0,8.0,206.0,155.0,102.0,62.0,12.0,6.0,4.0,34.0,88.0,4.0,163.0,1.0,28.0,15.0,73.0,45.0,6.0,39.0,615.0,1.0,8.0,105.0,29.0,6.0,26.0,2.0,13.0,6.0,20.0,30.0,24.0,2.0,22.0,224.0,81.0,18.0,3.0,47.0,75.0,158.0,12.0,72.0,2747.0,3.0,0.0
2021-03-02,12.0,50.0,29.0,10.0,191.0,159.0,100.0,63.0,14.0,6.0,5.0,31.0,81.0,4.0,165.0,0.0,29.0,14.0,76.0,41.0,10.0,38.0,623.0,0.0,9.0,97.0,27.0,5.0,31.0,1.0,15.0,5.0,22.0,31.0,31.0,2.0,22.0,224.0,80.0,25.0,2.0,43.0,77.0,152.0,7.0,70.0,2730.0,1.0,0.0
2021-03-03,12.0,50.0,28.0,10.0,191.0,165.0,98.0,64.0,14.0,6.0,5.0,32.0,94.0,4.0,181.0,2.0,28.0,16.0,84.0,40.0,10.0,39.0,651.0,0.0,9.0,100.0,26.0,7.0,31.0,1.0,19.0,5.0,22.0,33.0,32.0,2.0,22.0,253.0,77.0,28.0,1.0,44.0,77.0,157.0,8.0,81.0,2860.0,1.0,0.0
2021-03-04,12.0,49.0,31.0,10.0,200.0,166.0,96.0,58.0,15.0,6.0,5.0,37.0,91.0,4.0,196.0,3.0,28.0,16.0,77.0,39.0,9.0,34.0,671.0,0.0,32.0,97.0,29.0,8.0,36.0,2.0,18.0,5.0,23.0,32.0,34.0,4.0,21.0,260.0,77.0,30.0,2.0,37.0,79.0,150.0,8.0,85.0,2923.0,0.0,1.0
2021-03-05,10.0,57.0,37.0,11.0,202.0,184.0,102.0,73.0,12.0,8.0,4.0,36.0,101.0,6.0,211.0,7.0,20.0,18.0,83.0,48.0,14.0,31.0,694.0,0.0,36.0,92.0,39.0,14.0,38.0,2.0,18.0,5.0,25.0,33.0,34.0,4.0,24.0,248.0,88.0,34.0,3.0,39.0,102.0,168.0,9.0,84.0,3109.0,0.0,1.0
